Distance_(pixels),Gray_Value
1862,32.1250
1863,31.7500
1864,30.7500
1865,29.5000
1866,29.5000
1867,30.0000
1868,30.7500
1869,31.8750
1870,33.3750
1871,34.3750
1872,35.1250
1873,35.7500
1874,36.3750
1875,35.6250
1876,33.8750
1877,31.8750
1878,31.1250
1879,29.7500
1880,29.1250
1881,30.0000
1882,32.0000
1883,33.3750
1884,34.1250
1885,34.6250
1886,33.1250
1887,31.5000
1888,30.5000
1889,29.7500
1890,30.3750
1891,31.5000
1892,32.0000
1893,33.0000
1894,32.6250
1895,32.2500
1896,33.0000
1897,32.2500
1898,33.1250
1899,34.0000
1900,34.2500
1901,34.1250
1902,33.1250
1903,31.7500
1904,31.2500
1905,29.8750
1906,30.1250
1907,30.3750
1908,31.3750
1909,31.5000
1910,31.5000
1911,30.5000
1912,29.7500
1913,27.5000
1914,27.3750
1915,28.0000
1916,29.7500
1917,32.0000
1918,35.0000
1919,37.5000
1920,39.0000
1921,38.6250
1922,37.3750
1923,34.8750
1924,32.1250
1925,31.0000
1926,30.3750
1927,29.7500
1928,29.2500
1929,29.2500
1930,29.3750
1931,29.8750
1932,30.0000
1933,30.7500
1934,30.7500
1935,30.8750
1936,30.5000
1937,29.6250
1938,28.0000
1939,27.7500
1940,28.0000
1941,29.0000
1942,29.2500
1943,30.5000
1944,31.7500
1945,32.8750
1946,33.3750
1947,33.3750
1948,33.5000
1949,33.6250
1950,33.7500
1951,34.1250
1952,34.7500
1953,34.8750
1954,35.0000
1955,34.6250
1956,34.0000
1957,33.2500
1958,32.0000
1959,31.2500
1960,30.7500
1961,31.1250
1962,31.7500
1963,32.7500
1964,33.3750
1965,33.7500
1966,33.0000
1967,32.6250
1968,31.6250
1969,32.2500
1970,33.0000
1971,34.5000
1972,34.6250
1973,34.7500
1974,34.0000
1975,33.7500
1976,32.8750
1977,32.1250
1978,31.8750
1979,32.7500
1980,33.6250
1981,33.7500
1982,33.3750
1983,32.6250
1984,31.8750
1985,30.6250
1986,30.2500
1987,29.5000
1988,31.1250
1989,33.0000
1990,34.8750
1991,37.0000
1992,37.0000
1993,36.1250
1994,34.5000
1995,33.2500
1996,31.5000
1997,31.2500
1998,30.3750
1999,30.1250
2000,30.2500
2001,30.2500
2002,30.1250
2003,31.0000
2004,31.2500
2005,30.6250
2006,29.2500
2007,28.7500
2008,27.3750
2009,26.5000
2010,25.0000
2011,25.7500
2012,26.3750
2013,28.0000
2014,28.8750
2015,29.8750
2016,30.7500
2017,31.7500
2018,31.8750
2019,31.6250
2020,30.6250
2021,30.7500
2022,31.7500
2023,33.0000
2024,34.1250
2025,36.5000
2026,37.8750
2027,38.7500
2028,37.6250
2029,35.8750
2030,33.8750
2031,31.3750
2032,29.0000
2033,28.3750
2034,29.6250
2035,31.7500
2036,34.1250
2037,35.1250
2038,35.0000
2039,34.5000
2040,33.8750
2041,33.7500
2042,34.1250
2043,34.8750
2044,35.3750
2045,35.0000
2046,33.5000
2047,33.8750
2048,34.8750
2049,35.7500
2050,35.0000
2051,35.1250
2052,34.5000
2053,34.1250
2054,33.5000
2055,32.7500
2056,31.7500
2057,31.6250
2058,30.7500
2059,31.2500
2060,33.3750
2061,37.1250
2062,40.3750
2063,41.7500
2064,40.5000
2065,38.0000
2066,34.3750
2067,31.0000
2068,30.2500
2069,30.0000
2070,30.2500
2071,30.6250
2072,30.6250
2073,30.8750
2074,30.2500
2075,30.7500
2076,31.2500
2077,32.0000
2078,31.7500
2079,32.2500
2080,31.6250
2081,30.8750
2082,30.2500
2083,30.2500
2084,30.2500
2085,30.2500
2086,30.5000
2087,30.8750
2088,32.5000
2089,33.0000
2090,34.1250
2091,33.5000
2092,34.1250
2093,33.8750
2094,34.6250
2095,34.1250
2096,35.0000
2097,34.5000
2098,35.2500
2099,33.7500
2100,33.8750
2101,33.7500
2102,33.8750
2103,33.2500
2104,32.5000
2105,31.0000
2106,31.0000
2107,30.2500
2108,30.6250
2109,32.0000
2110,33.7500
2111,34.3750
2112,35.3750
2113,35.7500
2114,35.7500
2115,35.8750
2116,35.1250
2117,35.3750
2118,34.6250
2119,32.6250
2120,31.5000
2121,30.8750
2122,30.5000
2123,30.8750
2124,31.6250
2125,33.2500
2126,34.2500
2127,33.8750
2128,32.3750
2129,30.7500
2130,29.3750
2131,30.0000
2132,30.7500
2133,34.2500
2134,37.1250
2135,40.1250
2136,39.7500
2137,38.2500
2138,35.5000
2139,33.8750
2140,31.0000
2141,29.5000
2142,28.7500
2143,29.0000
2144,28.3750
2145,28.7500
2146,29.0000
2147,29.8750
2148,30.6250
2149,31.2500
2150,31.8750
2151,31.8750
2152,32.0000
2153,32.1250
2154,31.3750
2155,31.1250
2156,31.5000
2157,31.7500
2158,32.1250
2159,33.0000
2160,34.6250
2161,37.1250
2162,38.0000
2163,38.5000
2164,38.0000
2165,36.8750
2166,35.0000
2167,33.0000
2168,32.8750
2169,33.5000
2170,34.1250
2171,34.5000
2172,33.1250
2173,31.8750
2174,29.5000
2175,28.1250
2176,27.3750
2177,27.8750
2178,29.0000
2179,31.3750
2180,32.3750
2181,32.8750
2182,33.6250
2183,34.2500
2184,34.0000
2185,34.7500
2186,35.1250
2187,34.8750
2188,33.3750
2189,32.8750
2190,32.5000
2191,32.3750
2192,31.3750
2193,31.7500
2194,31.5000
2195,30.6250
2196,29.6250
2197,29.0000
2198,30.3750
2199,30.6250
2200,29.6250
2201,28.6250
2202,29.2500
2203,29.6250
2204,30.8750
2205,33.3750
2206,36.7500
2207,39.5000
2208,38.5000
2209,36.5000
2210,34.8750
2211,32.6250
2212,30.0000
2213,28.5000
2214,27.6250
2215,27.2500
2216,26.1250
2217,26.1250
2218,27.6250
2219,30.3750
2220,32.1250
2221,33.8750
2222,34.0000
2223,33.6250
2224,31.8750
2225,30.5000
2226,29.5000
2227,30.2500
2228,31.7500
2229,33.8750
2230,36.0000
2231,37.3750
2232,38.8750
2233,39.7500
2234,39.0000
2235,38.2500
2236,37.1250
2237,35.2500
2238,32.6250
2239,31.8750
2240,31.7500
2241,31.6250
2242,32.0000
2243,33.3750
2244,34.0000
2245,33.1250
2246,31.5000
2247,30.7500
2248,30.6250
2249,29.0000
2250,28.3750
2251,28.0000
2252,28.0000
2253,28.5000
2254,29.7500
2255,30.7500
2256,31.8750
2257,32.6250
2258,33.1250
2259,33.2500
2260,33.5000
2261,33.8750
2262,33.7500
2263,33.6250
2264,33.2500
2265,33.5000
2266,33.1250
2267,32.8750
2268,32.8750
2269,33.0000
2270,32.6250
2271,31.6250
2272,30.1250
2273,29.8750
2274,29.1250
2275,29.5000
2276,31.0000
2277,33.6250
2278,36.2500
2279,37.8750
2280,38.0000
2281,36.8750
2282,34.7500
2283,33.7500
2284,32.3750
2285,32.3750
2286,32.8750
2287,32.7500
2288,31.6250
2289,30.7500
2290,30.0000
2291,29.5000
2292,29.8750
2293,31.2500
2294,32.0000
2295,31.7500
2296,30.2500
2297,28.7500
2298,28.3750
2299,27.7500
2300,28.6250
2301,30.6250
2302,33.0000
2303,35.5000
2304,37.1250
2305,36.3750
2306,35.0000
2307,33.7500
2308,32.0000
2309,31.2500
2310,31.1250
2311,31.6250
2312,33.5000
2313,36.1250
2314,37.8750
2315,39.5000
2316,39.6250
2317,38.6250
2318,36.5000
2319,35.3750
2320,33.6250
2321,33.8750
2322,33.6250
2323,33.7500
2324,33.1250
2325,32.5000
2326,31.7500
2327,30.8750
2328,30.8750
2329,32.1250
2330,33.0000
2331,33.7500
2332,34.2500
2333,34.0000
2334,32.8750
2335,32.2500
2336,31.6250
2337,31.2500
2338,30.6250
2339,30.8750
2340,32.0000
2341,32.5000
2342,32.3750
2343,31.5000
2344,30.8750
2345,30.1250
2346,29.2500
2347,29.2500
2348,31.3750
2349,34.2500
2350,38.0000
2351,39.0000
2352,39.2500
2353,37.3750
2354,34.6250
2355,31.7500
2356,30.7500
2357,30.2500
2358,30.7500
2359,31.0000
2360,31.1250
2361,32.5000
2362,32.7500
2363,32.7500
2364,32.3750
2365,32.5000
2366,31.3750
2367,30.2500
2368,28.6250
2369,27.7500
2370,27.2500
2371,28.5000
2372,29.8750
2373,32.1250
2374,33.2500
2375,34.8750
2376,36.0000
2377,36.6250
2378,36.5000
2379,37.3750
2380,37.2500
2381,36.2500
2382,34.3750
2383,33.0000
2384,32.8750
2385,32.6250
2386,33.2500
2387,34.1250
2388,34.3750
2389,32.8750
2390,31.3750
2391,30.5000
2392,31.3750
2393,32.1250
2394,34.0000
2395,35.5000
2396,36.6250
2397,36.5000
2398,35.3750
2399,34.3750
2400,34.0000
2401,33.8750
2402,33.6250
2403,33.7500
2404,33.5000
2405,34.2500
2406,34.2500
2407,33.7500
2408,33.8750
2409,33.5000
2410,33.1250
2411,33.0000
2412,33.6250
2413,34.2500
2414,35.5000
2415,34.7500
2416,33.7500
2417,32.7500
2418,31.3750
2419,30.2500
2420,29.8750
2421,31.3750
2422,33.7500
2423,35.5000
2424,35.6250
2425,35.2500
2426,34.0000
2427,32.5000
2428,31.5000
2429,31.0000
2430,30.6250
2431,31.1250
2432,29.8750
2433,29.2500
2434,29.2500
2435,29.8750
2436,31.5000
2437,32.3750
2438,32.7500
2439,32.5000
2440,31.5000
2441,30.2500
2442,30.1250
2443,29.8750
2444,29.6250
2445,30.3750
2446,31.1250
2447,33.0000
2448,33.6250
2449,34.8750
2450,34.3750
2451,33.2500
2452,32.1250
2453,31.5000
2454,31.0000
2455,30.8750
2456,31.2500
2457,32.6250
2458,33.6250
2459,33.2500
2460,32.8750
2461,31.7500
2462,31.2500
2463,31.1250
2464,31.0000
2465,31.0000
2466,31.7500
2467,31.7500
2468,32.0000
2469,31.7500
2470,32.1250
2471,32.3750
2472,32.3750
2473,32.7500
2474,32.8750
2475,33.8750
2476,32.6250
2477,31.8750
2478,31.5000
2479,32.6250
2480,32.0000
2481,32.7500
2482,32.7500
2483,34.2500
2484,33.8750
2485,33.5000
2486,32.6250
2487,32.0000
2488,29.5000
2489,27.3750
2490,26.6250
2491,29.0000
2492,31.5000
2493,35.5000
2494,37.8750
2495,39.3750
2496,38.1250
2497,36.6250
2498,34.6250
2499,34.0000
2500,33.2500
2501,33.2500
2502,33.0000
2503,32.1250
2504,30.6250
2505,29.8750
2506,30.0000
2507,31.1250
2508,31.7500
2509,31.5000
2510,31.6250
2511,31.2500
2512,30.3750
2513,30.2500
2514,30.0000
2515,30.3750
2516,32.0000
2517,32.7500
2518,33.7500
2519,35.2500
2520,35.8750
2521,36.6250
2522,36.5000
2523,35.6250
2524,34.3750
2525,33.1250
2526,31.5000
2527,31.5000
2528,30.5000
2529,31.0000
2530,30.8750
2531,31.5000
2532,31.1250
2533,30.5000
2534,30.0000
2535,30.0000
2536,29.5000
2537,30.2500
2538,32.2500
2539,33.8750
2540,35.5000
2541,36.3750
2542,36.6250
2543,35.8750
2544,34.8750
2545,34.6250
2546,34.2500
2547,33.6250
2548,34.2500
2549,34.3750
2550,34.2500
2551,33.2500
2552,32.5000
2553,32.0000
2554,31.6250
2555,30.8750
2556,31.7500
2557,32.1250
2558,32.1250
2559,30.7500
2560,30.0000
2561,29.3750
2562,29.7500
2563,30.0000
2564,32.2500
2565,35.3750
2566,38.0000
2567,38.8750
2568,38.3750
2569,38.0000
2570,36.5000
2571,34.5000
2572,32.2500
2573,31.6250
2574,31.2500
2575,30.0000
2576,29.1250
2577,29.1250
2578,29.7500
2579,29.3750
2580,28.5000
2581,28.3750
2582,28.1250
2583,27.7500
2584,27.2500
2585,28.1250
2586,29.0000
2587,30.0000
2588,30.0000
2589,31.2500
2590,31.7500
2591,32.7500
2592,33.2500
2593,34.0000
2594,34.6250
2595,34.3750
2596,33.6250
2597,32.8750
2598,32.5000
2599,31.6250
2600,31.6250
2601,32.1250
2602,32.7500
2603,32.7500
2604,32.1250
2605,31.2500
2606,30.5000
2607,29.0000
2608,28.6250
2609,29.7500
2610,31.0000
2611,32.1250
2612,32.8750
2613,33.8750
2614,33.1250
2615,33.2500
2616,33.1250
2617,33.6250
2618,33.3750
2619,32.8750
2620,31.1250
2621,31.0000
2622,29.6250
2623,28.8750
2624,28.5000
2625,29.0000
2626,28.8750
2627,28.8750
2628,29.6250
2629,31.0000
2630,32.1250
2631,33.5000
2632,33.3750
2633,34.0000
2634,34.2500
2635,35.0000
2636,36.1250
2637,36.7500
2638,36.0000
2639,35.0000
2640,32.6250
2641,31.0000
2642,30.6250
2643,30.8750
2644,31.0000
2645,31.3750
2646,31.3750
2647,30.3750
2648,29.1250
2649,28.3750
2650,29.2500
2651,30.2500
2652,31.8750
2653,32.1250
2654,32.2500
2655,31.3750
2656,30.5000
2657,29.3750
2658,29.5000
2659,30.0000
2660,32.1250
2661,34.5000
2662,37.0000
2663,38.2500
2664,38.8750
2665,38.0000
2666,37.1250
2667,35.0000
2668,33.6250
2669,32.3750
2670,32.3750
2671,32.3750
2672,32.7500
2673,33.8750
2674,37.0000
2675,37.7500
2676,37.8750
2677,36.3750
2678,35.0000
2679,33.3750
2680,32.3750
2681,32.0000
2682,32.5000
2683,33.5000
2684,33.3750
2685,34.1250
2686,34.5000
2687,35.3750
2688,35.6250
2689,37.2500
2690,38.0000
2691,37.7500
2692,36.7500
2693,35.8750
2694,35.5000
2695,34.5000
2696,33.5000
2697,32.2500
2698,32.1250
2699,32.8750
2700,34.6250
2701,35.7500
2702,37.0000
2703,36.6250
2704,34.8750
2705,31.7500
2706,29.5000
2707,29.5000
2708,30.7500
2709,32.8750
2710,34.8750
2711,35.7500
2712,36.2500
2713,34.7500
2714,33.0000
2715,31.2500
2716,29.5000
2717,28.2500
2718,28.1250
2719,27.8750
2720,29.2500
2721,30.3750
2722,32.0000
2723,33.3750
2724,34.3750
2725,34.0000
2726,33.6250
2727,32.0000
2728,30.3750
2729,28.8750
2730,27.7500
2731,28.1250
2732,29.7500
2733,31.5000
2734,34.3750
2735,35.8750
2736,37.1250
2737,37.0000
2738,35.6250
2739,33.2500
2740,30.6250
2741,29.0000
2742,28.6250
2743,29.7500
2744,30.5000
2745,32.2500
2746,34.0000
2747,35.0000
2748,34.0000
2749,33.2500
2750,31.5000
2751,30.3750
2752,29.7500
2753,29.2500
2754,30.3750
2755,31.1250
2756,32.5000
2757,33.5000
2758,33.3750
2759,33.1250
2760,33.6250
2761,33.2500
2762,33.6250
2763,33.1250
2764,33.7500
2765,33.8750
2766,34.2500
2767,34.0000
2768,34.6250
2769,34.6250
2770,35.2500
2771,35.2500
2772,36.0000
2773,35.2500
2774,35.0000
2775,34.6250
2776,34.0000
2777,33.2500
2778,33.2500
2779,33.8750
2780,35.3750
2781,36.7500
2782,37.1250
2783,38.0000
2784,35.5000
2785,32.8750
2786,30.0000
2787,28.6250
2788,26.6250
2789,26.1250
2790,26.3750
2791,29.2500
2792,30.3750
2793,31.6250
2794,33.1250
2795,33.8750
2796,34.2500
2797,34.0000
2798,32.5000
2799,31.1250
2800,29.8750
2801,30.1250
2802,31.2500
2803,32.7500
2804,33.5000
2805,35.6250
2806,37.3750
2807,37.7500
2808,37.7500
2809,38.0000
2810,37.8750
2811,37.1250
2812,36.5000
2813,35.3750
2814,34.8750
2815,33.1250
2816,33.1250
2817,33.0000
2818,33.1250
2819,31.5000
2820,31.1250
2821,31.2500
2822,31.1250
2823,30.3750
2824,30.0000
2825,30.0000
2826,30.7500
2827,31.0000
2828,31.3750
2829,33.0000
2830,33.8750
2831,33.8750
2832,33.8750
2833,33.6250
2834,33.2500
2835,33.2500
2836,32.8750
2837,32.5000
2838,31.1250
2839,29.6250
2840,29.0000
2841,29.5000
2842,29.5000
2843,30.7500
2844,32.8750
2845,34.1250
2846,34.7500
2847,34.2500
2848,33.5000
2849,33.7500
2850,34.2500
2851,35.5000
2852,38.2500
2853,39.8750
2854,40.5000
2855,38.8750
2856,37.5000
2857,34.8750
2858,33.5000
2859,31.7500
2860,32.1250
2861,32.1250
2862,32.1250
2863,30.5000
2864,31.1250
2865,31.5000
2866,32.3750
2867,33.0000
2868,34.1250
2869,34.1250
2870,33.2500
2871,31.5000
2872,30.5000
2873,29.7500
2874,29.8750
2875,30.6250
2876,32.7500
2877,34.6250
2878,36.7500
2879,38.7500
2880,40.0000
2881,39.0000
2882,37.3750
2883,35.0000
2884,33.1250
2885,31.1250
2886,30.1250
2887,29.7500
2888,31.1250
2889,32.5000
2890,33.2500
2891,33.2500
2892,33.0000
2893,31.5000
2894,30.2500
2895,29.1250
2896,28.8750
2897,28.3750
2898,29.2500
2899,30.0000
2900,30.5000
2901,31.0000
2902,31.5000
2903,32.5000
2904,33.2500
2905,33.6250
2906,33.7500
2907,33.6250
2908,33.8750
2909,34.5000
2910,34.6250
2911,34.0000
2912,33.5000
2913,32.0000
2914,30.8750
2915,29.5000
2916,30.0000
2917,31.0000
2918,31.5000
2919,30.6250
2920,29.6250
2921,28.0000
2922,27.3750
2923,28.1250
2924,30.7500
2925,34.0000
2926,37.3750
2927,37.8750
2928,36.6250
2929,34.2500
2930,32.0000
2931,29.8750
2932,29.1250
2933,29.7500
2934,30.6250
2935,30.8750
2936,31.0000
2937,31.2500
2938,31.5000
2939,32.0000
2940,32.6250
2941,34.2500
2942,34.0000
2943,33.2500
2944,31.7500
2945,30.5000
2946,29.1250
2947,28.2500
2948,29.2500
2949,30.5000
2950,31.7500
2951,33.0000
2952,33.6250
2953,33.8750
2954,32.7500
2955,31.7500
2956,31.1250
2957,31.0000
2958,30.8750
2959,31.7500
2960,33.3750
2961,34.2500
2962,34.1250
2963,33.2500
2964,33.0000
2965,31.7500
2966,30.5000
2967,30.1250
2968,30.7500
2969,30.7500
2970,30.8750
2971,30.8750
2972,31.7500
2973,32.7500
2974,33.2500
2975,34.0000
2976,34.5000
2977,35.6250
2978,35.3750
2979,35.3750
2980,34.1250
2981,33.0000
2982,32.6250
2983,31.3750
2984,30.7500
2985,30.8750
2986,31.1250
2987,31.2500
2988,31.2500
2989,31.2500
2990,32.1250
2991,31.6250
2992,31.7500
2993,32.8750
2994,33.7500
2995,36.1250
2996,38.0000
2997,38.3750
2998,38.3750
2999,36.3750
3000,34.0000
3001,31.1250
3002,28.3750
3003,27.2500
3004,27.0000
3005,26.3750
3006,26.6250
3007,26.6250
3008,28.0000
3009,29.6250
3010,30.6250
3011,30.8750
3012,32.0000
3013,32.1250
3014,31.8750
3015,29.6250
3016,28.1250
3017,27.0000
3018,26.8750
3019,27.2500
3020,29.1250
3021,30.5000
3022,32.2500
3023,33.0000
3024,33.5000
3025,33.8750
3026,33.8750
3027,33.1250
3028,32.8750
3029,31.6250
3030,31.3750
3031,30.8750
3032,30.7500
3033,32.6250
3034,33.5000
3035,33.7500
3036,32.7500
3037,32.2500
3038,30.3750
3039,29.3750
3040,27.6250
3041,29.8750
3042,31.3750
3043,32.7500
3044,32.8750
3045,34.1250
3046,34.3750
3047,35.1250
3048,34.1250
3049,34.5000
3050,34.5000
3051,33.2500
3052,31.1250
3053,30.2500
3054,30.1250
3055,30.8750
3056,31.0000
3057,31.5000
3058,31.7500
3059,32.5000
3060,32.6250
3061,33.1250
3062,32.8750
3063,32.1250
3064,30.8750
3065,29.5000
3066,29.5000
3067,30.8750
3068,33.5000
3069,36.1250
3070,38.0000
3071,38.5000
3072,37.1250
3073,33.7500
3074,31.3750
3075,30.5000
3076,30.0000
3077,29.7500
3078,30.6250
3079,31.2500
3080,31.5000
3081,31.7500
3082,32.8750
3083,32.7500
3084,32.2500
3085,30.3750
3086,29.2500
3087,27.6250
3088,25.6250
3089,24.7500
3090,25.0000
3091,25.8750
3092,27.1250
3093,29.2500
3094,31.5000
3095,34.5000
3096,35.6250
3097,35.8750
3098,34.6250
3099,33.5000
3100,31.2500
3101,30.3750
3102,29.3750
3103,30.7500
3104,33.2500
3105,34.8750
3106,36.2500
3107,36.5000
3108,35.1250
3109,33.3750
3110,31.1250
3111,30.5000
3112,30.3750
3113,31.7500
3114,32.5000
3115,33.8750
3116,33.6250
3117,33.6250
3118,33.5000
3119,34.1250
3120,33.8750
3121,34.3750
3122,34.0000
3123,33.0000
3124,31.5000
3125,29.8750
3126,29.1250
3127,29.5000
3128,30.1250
3129,31.7500
3130,32.7500
3131,33.7500
3132,35.0000
3133,34.3750
3134,32.8750
3135,30.1250
3136,28.5000
3137,27.6250
3138,28.6250
3139,29.8750
3140,32.3750
3141,33.2500
3142,32.7500
3143,30.6250
3144,29.0000
3145,26.1250
3146,23.7500
3147,23.0000
3148,23.3750
3149,24.7500
3150,26.7500
3151,29.2500
3152,31.7500
3153,34.1250
3154,34.8750
3155,35.3750
3156,34.7500
3157,33.2500
3158,31.7500
3159,30.2500
3160,29.3750
3161,29.3750
3162,30.0000
3163,30.7500
3164,31.2500
3165,32.2500
3166,32.7500
3167,34.2500
3168,35.1250
3169,36.6250
3170,36.6250
3171,35.7500
3172,35.2500
3173,34.7500
3174,33.8750
3175,33.5000
3176,32.5000
3177,33.1250
3178,34.1250
3179,34.1250
3180,33.3750
3181,32.7500
3182,33.0000
3183,33.3750
3184,33.1250
3185,33.3750
3186,34.0000
3187,34.2500
3188,33.6250
3189,33.2500
3190,34.2500
3191,33.5000
3192,33.2500
3193,32.7500
3194,32.1250
3195,31.5000
3196,31.0000
3197,30.8750
3198,30.1250
3199,29.2500
3200,28.1250
3201,28.5000
3202,28.2500
3203,29.2500
3204,30.2500
3205,31.7500
3206,31.3750
3207,31.5000
3208,31.1250
3209,31.1250
3210,32.3750
3211,34.3750
3212,36.7500
3213,38.1250
3214,37.2500
3215,35.8750
3216,33.6250
3217,31.6250
3218,30.5000
3219,31.2500
3220,31.8750
3221,32.5000
3222,32.2500
3223,31.6250
3224,31.0000
3225,31.0000
3226,31.2500
3227,33.1250
3228,34.5000
3229,34.6250
3230,34.3750
3231,33.6250
3232,32.0000
3233,30.6250
3234,29.1250
3235,28.5000
3236,28.7500
3237,28.7500
3238,30.2500
3239,31.7500
3240,34.1250
3241,35.2500
3242,36.0000
3243,35.5000
3244,34.8750
3245,33.1250
3246,32.2500
3247,31.8750
3248,33.6250
3249,35.5000
3250,36.5000
3251,36.2500
3252,35.5000
3253,33.6250
3254,31.2500
3255,30.0000
3256,29.2500
3257,30.1250
3258,30.6250
3259,31.8750
3260,32.6250
3261,33.5000
3262,34.2500
3263,34.8750
3264,35.2500
3265,36.8750
3266,36.8750
3267,37.6250
3268,37.2500
3269,37.1250
3270,36.1250
3271,34.5000
3272,33.0000
3273,32.7500
3274,32.0000
3275,31.5000
3276,31.3750
3277,30.7500
3278,30.5000
3279,30.8750
3280,31.2500
3281,32.2500
3282,32.7500
3283,33.3750
3284,34.5000
3285,35.1250
3286,35.1250
3287,35.3750
3288,34.8750
3289,35.2500
3290,35.3750
3291,35.7500
3292,35.6250
3293,35.3750
3294,34.7500
3295,33.5000
3296,31.5000
3297,31.1250
3298,32.1250
3299,32.6250
3300,32.7500
3301,31.8750
3302,31.2500
3303,30.0000
3304,29.5000
3305,28.6250
3306,29.3750
3307,30.5000
3308,31.5000
3309,32.1250
3310,33.3750
3311,34.2500
3312,36.0000
3313,36.6250
3314,35.8750
3315,35.2500
3316,34.5000
3317,32.6250
3318,31.1250
3319,30.5000
3320,30.6250
3321,31.6250
3322,32.2500
3323,32.2500
3324,32.3750
3325,32.0000
3326,32.8750
3327,33.6250
3328,34.0000
3329,35.7500
3330,36.6250
3331,37.2500
3332,36.5000
3333,34.8750
3334,34.0000
3335,33.0000
3336,32.6250
3337,32.1250
3338,32.1250
3339,31.3750
3340,31.6250
3341,31.2500
3342,31.8750
3343,31.8750
3344,32.8750
3345,33.5000
3346,34.2500
3347,35.5000
3348,36.6250
3349,36.3750
3350,35.8750
3351,34.6250
3352,33.3750
3353,32.5000
3354,33.0000
3355,34.5000
3356,37.5000
3357,39.3750
3358,40.8750
3359,39.2500
3360,38.7500
3361,36.5000
3362,35.7500
3363,33.5000
3364,32.7500
3365,32.3750
3366,32.1250
3367,30.5000
3368,30.6250
3369,31.3750
3370,31.5000
3371,31.8750
3372,32.5000
3373,31.7500
3374,31.2500
3375,30.3750
3376,30.2500
3377,30.7500
3378,31.1250
3379,31.8750
3380,33.5000
3381,34.0000
3382,34.3750
3383,35.2500
3384,35.1250
3385,35.1250
3386,34.0000
3387,33.1250
3388,33.1250
3389,32.7500
3390,33.0000
3391,34.6250
3392,36.7500
3393,37.5000
3394,37.6250
3395,38.0000
3396,37.3750
3397,35.3750
3398,34.0000
3399,32.5000
3400,31.6250
3401,31.0000
3402,30.8750
3403,31.3750
3404,32.3750
3405,33.2500
3406,34.2500
3407,35.1250
3408,35.6250
3409,35.3750
3410,35.3750
3411,34.2500
3412,32.0000
3413,30.6250
3414,29.6250
3415,29.2500
3416,29.1250
3417,29.7500
3418,30.8750
3419,33.7500
3420,34.8750
3421,34.8750
3422,34.5000
3423,33.1250
3424,31.3750
3425,31.1250
3426,32.7500
3427,36.2500
3428,39.8750
3429,42.0000
3430,42.8750
3431,41.0000
3432,38.0000
3433,34.3750
3434,31.5000
3435,29.7500
3436,30.2500
3437,30.3750
3438,31.0000
3439,31.3750
3440,32.2500
3441,32.5000
3442,32.3750
3443,31.6250
3444,31.3750
3445,30.2500
3446,29.0000
3447,28.0000
3448,27.3750
3449,27.0000
3450,27.5000
3451,28.8750
3452,30.2500
3453,31.3750
3454,32.6250
3455,34.0000
3456,34.8750
3457,34.6250
3458,34.0000
3459,33.3750
3460,32.3750
3461,31.7500
3462,32.1250
3463,34.2500
3464,36.1250
3465,37.7500
3466,37.7500
3467,36.2500
3468,33.0000
3469,30.7500
3470,29.0000
3471,29.8750
3472,29.7500
3473,30.3750
3474,31.0000
3475,32.1250
3476,32.7500
3477,32.8750
3478,32.6250
3479,32.8750
3480,33.3750
3481,32.1250
3482,32.2500
3483,32.3750
3484,32.3750
3485,31.3750
3486,30.5000
3487,29.7500
3488,30.2500
3489,31.2500
3490,32.6250
3491,34.6250
3492,34.8750
3493,34.2500
3494,32.7500
3495,31.1250
3496,29.5000
3497,29.6250
3498,30.8750
3499,33.3750
3500,35.5000
3501,36.7500
3502,36.5000
3503,35.3750
3504,33.6250
3505,31.6250
3506,30.5000
3507,29.5000
3508,29.1250
3509,28.5000
3510,28.1250
3511,28.8750
3512,29.3750
3513,30.5000
3514,31.6250
3515,32.2500
3516,31.8750
3517,30.5000
3518,29.0000
3519,27.8750
3520,27.7500
3521,28.7500
3522,31.1250
3523,33.0000
3524,34.7500
3525,36.3750
3526,36.6250
3527,36.5000
3528,35.0000
3529,34.8750
3530,34.6250
3531,34.3750
3532,33.5000
3533,33.2500
3534,33.7500
3535,34.3750
3536,34.5000
3537,36.2500
3538,37.0000
3539,37.0000
3540,35.8750
3541,33.8750
3542,32.2500
3543,31.6250
3544,30.7500
3545,31.1250
3546,32.1250
3547,33.1250
3548,33.8750
3549,33.5000
3550,33.5000
3551,33.5000
3552,33.5000
3553,33.3750
3554,33.3750
3555,33.2500
3556,33.1250
3557,33.5000
3558,33.5000
3559,34.0000
3560,32.7500
3561,32.6250
3562,33.8750
3563,34.8750
3564,34.0000
3565,33.6250
3566,32.1250
3567,29.7500
3568,27.7500
3569,27.5000
3570,29.1250
3571,32.3750
3572,35.8750
3573,38.7500
3574,40.2500
3575,39.5000
3576,37.7500
3577,36.1250
3578,34.5000
3579,33.2500
3580,33.0000
3581,32.3750
3582,32.8750
3583,32.7500
3584,33.5000
3585,33.8750
3586,34.5000
3587,34.6250
3588,34.1250
3589,31.7500
3590,29.2500
3591,26.8750
3592,27.0000
3593,27.8750
3594,29.8750
3595,32.2500
3596,35.7500
3597,38.3750
3598,39.0000
3599,38.0000
3600,37.2500
3601,35.5000
3602,34.1250
3603,33.0000
3604,32.1250
3605,31.2500
3606,32.0000
3607,32.7500
3608,34.5000
3609,35.2500
